ID,Name,Latitude,Longitude,Car,Bicycle,Motorcycle,Gentsuki,Price,Unit_of_Time,Review,Current_Free_Spot,Uploader,Timestamp,Image Path
298,OnePark松本町,35.0161370,135.7662560,None,None,None,None,None,None,None,10,None,None,None
299,タイムズ,35.0164250,135.7671560,None,None,None,None,None,None,None,3,None,None,None
300,n/a,34.7396530,135.4965980,None,None,None,None,None,None,None,1,None,None,None
301,月極,34.6745950,135.8307910,None,None,None,None,None,None,None,1,None,None,None
302,藤阪駅 東口 駐車場,34.8145640,135.7031000,None,None,None,None,None,None,None,3,None,None,None
303,TOMO,34.6480510,135.5228000,None,None,None,None,None,None,None,9,None,None,None
304,Times 大道,34.6482160,135.5222150,None,None,None,None,None,None,None,2,None,None,None
305,宮前駐車場,34.7821946,135.4165953,None,None,None,None,None,None,None,4,None,None,None
306,ことぶき 整骨院 専用 駐車場,34.8206530,135.7142540,None,None,None,None,None,None,None,2,None,None,None
307,AP パーク,34.6979380,135.7517570,None,None,None,None,None,None,None,7,None,None,None
308,n/a,34.6869114,135.8295213,None,None,None,None,None,None,None,1,None,None,None
309,n/a,34.8214463,135.7004505,None,None,None,None,None,None,None,9,None,None,None
310,三井のリパーク,34.6856620,135.8076370,None,None,None,None,None,None,None,9,None,None,None
311,n/a,34.6855760,135.8080820,None,None,None,None,None,None,None,1,None,None,None
312,n/a,34.9956966,135.7638230,None,None,None,None,None,None,None,7,None,None,None
313,n/a,34.9957554,135.7635073,None,None,None,None,None,None,None,10,None,None,None
314,n/a,34.7317202,135.7348431,None,None,None,None,None,None,None,1,None,None,None
315,n/a,34.8243704,135.6732820,None,None,None,None,None,None,None,9,None,None,None
316,n/a,34.8243975,135.6715983,None,None,None,None,None,None,None,4,None,None,None
317,n/a,34.8244240,135.6728838,None,None,None,None,None,None,None,6,None,None,None
318,n/a,34.8247449,135.6729004,None,None,None,None,None,None,None,9,None,None,None
319,n/a,34.8249172,135.6729477,None,None,None,None,None,None,None,8,None,None,None
320,n/a,34.8249582,135.6732431,None,None,None,None,None,None,None,0,None,None,None
321,n/a,34.8255140,135.6726925,None,None,None,None,None,None,None,0,None,None,None
322,n/a,34.8257049,135.6726755,None,None,None,None,None,None,None,6,None,None,None
323,n/a,34.8258372,135.6724743,None,None,None,None,None,None,None,2,None,None,None
324,n/a,34.8202230,135.7700980,None,None,None,None,None,None,None,7,None,None,None
325,GSPark 学園北２丁目,34.6979938,135.7525353,None,None,None,None,None,None,None,0,None,None,None
326,ベルパーク,34.7649170,135.6196089,None,None,None,None,None,None,None,0,None,None,None
327,n/a,34.7454710,135.4973020,None,None,None,None,None,None,None,5,None,None,None
328,システムパーク京都駅前 西NO2,34.9861918,135.7539011,None,None,None,None,None,None,None,6,None,None,None
329,かーボーイ,34.7453970,135.5316350,None,None,None,None,None,None,None,2,None,None,None
330,三井のリパーク,34.7135490,135.5104290,None,None,None,None,None,None,None,3,None,None,None
331,ワンパーク長柄中,34.7159600,135.5151180,None,None,None,None,None,None,None,3,None,None,None
332,タイムズ,34.7120506,135.5119833,None,None,None,None,None,None,None,6,None,None,None
333,GSパーキング 城南宮東口,34.9499537,135.7523712,None,None,None,None,None,None,None,3,None,None,None
334,エコロパーク御駕籠町第一,34.9372275,135.7609644,None,None,None,None,None,None,None,8,None,None,None
335,タイムズ,34.7028860,135.4906840,None,None,None,None,None,None,None,10,None,None,None
336,タイムズ伏見桃山駅北,34.9342175,135.7641697,None,None,None,None,None,None,None,3,None,None,None
337,Times,34.7466390,135.6090830,None,None,None,None,None,None,None,3,None,None,None
338,Times 若江 岩田,34.6643010,135.6086720,None,None,None,None,None,None,None,3,None,None,None
339,Times,34.6635620,135.6073420,None,None,None,None,None,None,None,5,None,None,None
340,南都 銀行 専用 駐車場,34.8198270,135.7704360,None,None,None,None,None,None,None,1,None,None,None
341,リパーク奈良三条町,34.6816940,135.8225990,None,None,None,None,None,None,None,2,None,None,None
342,タイムズ,34.6804560,135.8223830,None,None,None,None,None,None,None,5,None,None,None
343,Times 若江 岩田 第3,34.6639840,135.6073670,None,None,None,None,None,None,None,8,None,None,None
344,キーパーズ 岩田町 5丁目,34.6655130,135.6096200,None,None,None,None,None,None,None,2,None,None,None
345,Times 若江 岩田 第5,34.6649190,135.6095500,None,None,None,None,None,None,None,2,None,None,None
346,JR 京田辺 西 駐車場,34.8202480,135.7686560,None,None,None,None,None,None,None,4,None,None,None
347,モーター プール 11,34.6913560,135.7081780,None,None,None,None,None,None,None,5,None,None,None
348,n/a,34.9877210,135.7323280,None,None,None,None,None,None,None,0,None,None,None
349,タイムズ,34.9922880,135.7325520,None,None,None,None,None,None,None,1,None,None,None
350,n/a,34.9847340,135.7323380,None,None,None,None,None,None,None,9,None,None,None
351,西大路七条パーキング,34.9867800,135.7323590,None,None,None,None,None,None,None,7,None,None,None
352,エコロパーク,34.9886880,135.7326780,None,None,None,None,None,None,None,3,None,None,None
353,三井のリパーク,34.9904080,135.7327650,None,None,None,None,None,None,None,9,None,None,None
354,n/a,34.9882770,135.7326380,None,None,None,None,None,None,None,5,None,None,None
355,n/a,34.9877460,135.7327510,None,None,None,None,None,None,None,10,None,None,None
356,GS Park,34.6755300,135.5323910,None,None,None,None,None,None,None,3,None,None,None
357,駐車場,34.6776331,135.5336786,None,None,None,None,None,None,None,1,None,None,None
358,銀座モータープール 駐車場,34.5755182,135.4834625,None,None,None,None,None,None,None,7,None,None,None
359,BooBoo Park,34.6643870,135.5058010,None,None,None,None,None,None,None,2,None,None,None
360,n/a,34.6482140,135.5186840,None,None,None,None,None,None,None,10,None,None,None
361,n/a,34.7995093,135.5840459,None,None,None,None,None,None,None,8,None,None,None
362,n/a,34.7993380,135.5841170,None,None,None,None,None,None,None,1,None,None,None
363,アルファ パーク I,34.6853350,135.8082940,None,None,None,None,None,None,None,10,None,None,None
364,n/a,34.8197780,135.7001433,None,None,None,None,None,None,None,5,None,None,None
365,パークステーション24,34.7309570,135.5927510,None,None,None,None,None,None,None,7,None,None,None
366,Poo天神橋,34.7076930,135.5121700,None,None,None,None,None,None,None,10,None,None,None
367,龍安寺miniパーキング,35.0306230,135.7204920,None,None,None,None,None,None,None,6,None,None,None
368,タイムズ,34.6650220,135.5283380,None,None,None,None,None,None,None,9,None,None,None
369,n/a,34.6586870,135.5336340,None,None,None,None,None,None,None,3,None,None,None
370,さわやかパーキング,34.6649680,135.5287400,None,None,None,None,None,None,None,9,None,None,None
371,三井のリパーク,34.6639910,135.5283990,None,None,None,None,None,None,None,0,None,None,None
372,TOMOパーキングサービス,34.6549600,135.5340050,None,None,None,None,None,None,None,0,None,None,None
373,ゼロパーク,34.6573970,135.5331910,None,None,None,None,None,None,None,9,None,None,None
374,n/a,34.6581010,135.5332150,None,None,None,None,None,None,None,7,None,None,None
375,n/a,34.7441930,135.4985050,None,None,None,None,None,None,None,9,None,None,None
376,n/a,34.7003290,135.7499520,None,None,None,None,None,None,None,4,None,None,None
377,タイムス,34.7009831,135.5180156,None,None,None,None,None,None,None,10,None,None,None
378,エコロパーク,34.6805150,135.5478580,None,None,None,None,None,None,None,1,None,None,None
379,タイムズ大阪厚生信用金庫深江支店,34.6788570,135.5573330,None,None,None,None,None,None,None,1,None,None,None
380,n/a,34.7094870,135.5390250,None,None,None,None,None,None,None,3,None,None,None
381,三井のリパーク,34.7097810,135.5394240,None,None,None,None,None,None,None,3,None,None,None
382,三井のリパーク,34.7138300,135.5426690,None,None,None,None,None,None,None,2,None,None,None
383,タイムズ,34.7008030,135.5479990,None,None,None,None,None,None,None,3,None,None,None
384,タイムズ,34.7020260,135.5595310,None,None,None,None,None,None,None,2,None,None,None
385,タイムズ,34.6761620,135.4831300,None,None,None,None,None,None,None,8,None,None,None
386,タイムズ,34.5973660,135.5129130,None,None,None,None,None,None,None,9,None,None,None
387,リータ屋上駐車場,34.7797011,135.4136499,None,None,None,None,None,None,None,1,None,None,None
388,タイムズ鴫野東第3,34.6887270,135.5492210,None,None,None,None,None,None,None,9,None,None,None
389,三井のリパーク,34.8159237,135.3734759,None,None,None,None,None,None,None,4,None,None,None
390,BePark,34.6638980,135.5900993,None,None,None,None,None,None,None,7,None,None,None
391,中西 モーター プール,34.6961230,135.6430060,None,None,None,None,None,None,None,1,None,None,None
392,HOTEL 1-2-3 第一 駐車場,34.6495990,135.5230270,None,None,None,None,None,None,None,1,None,None,None
393,Times,34.6920104,135.5405991,None,None,None,None,None,None,None,8,None,None,None
394,フルーツパーク,34.6908551,135.5457197,None,None,None,None,None,None,None,10,None,None,None
395,三井のリパーク 鴫野西4丁目 第2,34.6922923,135.5397793,None,None,None,None,None,None,None,5,None,None,None
396,n/a,34.6811170,135.5432472,None,None,None,None,None,None,None,0,None,None,None
397,ジャストインパーク 東中浜,34.6856127,135.5464070,None,None,None,None,None,None,None,6,None,None,None
398,エコロパーク鴫野東第2,34.6930081,135.5478254,None,None,None,None,None,None,None,7,None,None,None
399,三井のリパーク,34.6952845,135.5518813,None,None,None,None,None,None,None,1,None,None,None
400,24時間パーキング 今福西1,34.6987599,135.5481182,None,None,None,None,None,None,None,7,None,None,None
401,ランドパーキング鴫野東2丁目,34.6920609,135.5476560,None,None,None,None,None,None,None,8,None,None,None
402,三井のリパーク鴫野東2丁目第2,34.6934061,135.5483849,None,None,None,None,None,None,None,7,None,None,None
403,タイムズ野江第4,34.7072139,135.5457637,None,None,None,None,None,None,None,9,None,None,None
404,n/a,34.7596610,135.7898540,None,None,None,None,None,None,None,7,None,None,None
405,OnePark 上汐5丁目,34.6606455,135.5154875,None,None,None,None,None,None,None,1,None,None,None
406,エコロパーク 生玉前町第1,34.6627790,135.5152900,None,None,None,None,None,None,None,4,None,None,None
407,カンソーパーク,34.8190138,135.6563825,None,None,None,None,None,None,None,2,None,None,None
408,ひまわり パーキング,34.6959440,135.4857010,None,None,None,None,None,None,None,8,None,None,None
409,Times,34.6881210,135.4741680,None,None,None,None,None,None,None,10,None,None,None
410,キタガワ 月極 駐車場,34.8211430,135.7713210,None,None,None,None,None,None,None,7,None,None,None
411,Times,34.6099500,135.5468070,None,None,None,None,None,None,None,5,None,None,None
412,月極 駐車場,34.6245570,135.5226810,None,None,None,None,None,None,None,2,None,None,None
413,西村 モーター プール,34.6249850,135.5225010,None,None,None,None,None,None,None,1,None,None,None
414,n/a,34.7737286,135.3267501,None,None,None,None,None,None,None,1,None,None,None
415,n/a,34.7088000,135.5441040,None,None,None,None,None,None,None,7,None,None,None
416,白石 駐車場,34.7028130,135.5140950,None,None,None,None,None,None,None,4,None,None,None
417,n/a,34.7046881,135.5140190,None,None,None,None,None,None,None,5,None,None,None
418,n/a,34.6721008,135.7982940,None,None,None,None,None,None,None,3,None,None,None
419,n/a,35.0136392,135.6935687,None,None,None,None,None,None,None,8,None,None,None
420,パークNET,34.6663990,135.5287280,None,None,None,None,None,None,None,9,None,None,None
421,合同庁舎駐車場,34.6818676,135.5195613,None,None,None,None,None,None,None,5,None,None,None
422,学園前 東 モーター プール,34.6978240,135.7523870,None,None,None,None,None,None,None,8,None,None,None
423,TOYO CAR MAX,34.6986290,135.7520220,None,None,None,None,None,None,None,2,None,None,None
424,TOYO CAR MAX,34.6983310,135.7520470,None,None,None,None,None,None,None,5,None,None,None
425,n/a,34.9108202,135.6994960,None,None,None,None,None,None,None,0,None,None,None
426,n/a,34.9826980,135.6473600,None,None,None,None,None,None,None,6,None,None,None
427,n/a,34.9826700,135.6476600,None,None,None,None,None,None,None,9,None,None,None
428,n/a,34.9831170,135.6456720,None,None,None,None,None,None,None,3,None,None,None
429,n/a,34.9830590,135.6460000,None,None,None,None,None,None,None,4,None,None,None
430,n/a,34.9824190,135.6488430,None,None,None,None,None,None,None,9,None,None,None
431,D Pit,34.6882760,135.4775260,None,None,None,None,None,None,None,4,None,None,None
432,Times,34.7429780,135.6009210,None,None,None,None,None,None,None,7,None,None,None
433,n/a,34.7397358,135.4185895,None,None,None,None,None,None,None,5,None,None,None
434,n/a,34.8195812,135.6534423,None,None,None,None,None,None,None,3,None,None,None
435,n/a,34.7093170,135.4922940,None,None,None,None,None,None,None,4,None,None,None
436,Times,34.7054870,135.4888720,None,None,None,None,None,None,None,1,None,None,None
437,n/a,35.0108355,135.7363605,None,None,None,None,None,None,None,3,None,None,None
438,n/a,35.0108605,135.7381554,None,None,None,None,None,None,None,4,None,None,None
439,n/a,34.6747590,135.4972287,None,None,None,None,None,None,None,4,None,None,None
440,風良都ぱーく77,35.0276092,135.7511552,None,None,None,None,None,None,None,8,None,None,None
441,風良都ぱーく77,35.0275502,135.7515468,None,None,None,None,None,None,None,3,None,None,None
442,タイムズ,34.6605730,135.5148710,None,None,None,None,None,None,None,3,None,None,None
443,n/a,34.6648480,135.5156060,None,None,None,None,None,None,None,1,None,None,None
444,n/a,34.6571820,135.5151960,None,None,None,None,None,None,None,6,None,None,None
445,三井のリパーク,34.6576160,135.5164980,None,None,None,None,None,None,None,10,None,None,None
446,n/a,34.6653470,135.5159780,None,None,None,None,None,None,None,10,None,None,None
447,セレパーク,34.6636360,135.5130710,None,None,None,None,None,None,None,7,None,None,None
448,ワンパーク,34.6498310,135.5127880,None,None,None,None,None,None,None,3,None,None,None
449,タイムズ,34.6592260,135.5134010,None,None,None,None,None,None,None,0,None,None,None
450,ワンパーク,34.6640600,135.5133390,None,None,None,None,None,None,None,9,None,None,None
451,タイムズ,34.6533950,135.5139220,None,None,None,None,None,None,None,6,None,None,None
452,ワンパーク,34.6603990,135.5139160,None,None,None,None,None,None,None,8,None,None,None
453,タイムズ,34.7000380,135.5314160,None,None,None,None,None,None,None,10,None,None,None
454,n/a,34.8082702,135.4939334,None,None,None,None,None,None,None,10,None,None,None
455,n/a,34.7072544,135.5042650,None,None,None,None,None,None,None,1,None,None,None
456,n/a,34.8299229,135.5164554,None,None,None,None,None,None,None,3,None,None,None
457,パラカ久世殿城町第1,34.9573788,135.7174181,None,None,None,None,None,None,None,2,None,None,None
458,n/a,34.8533233,135.6234603,None,None,None,None,None,None,None,3,None,None,None
459,n/a,34.7762866,135.5327440,None,None,None,None,None,None,None,5,None,None,None
460,n/a,34.9513933,135.6979672,None,None,None,None,None,None,None,6,None,None,None
461,n/a,34.9515533,135.6980254,None,None,None,None,None,None,None,10,None,None,None
462,n/a,34.7067763,135.5029061,None,None,None,None,None,None,None,1,None,None,None
463,n/a,34.7642282,135.5116897,None,None,None,None,None,None,None,6,None,None,None
464,スパディオ（Ｐ無）,34.6679011,135.4913850,None,None,None,None,None,None,None,8,None,None,None
465,ピー・ゾーン南塚口町第２駐車場,34.7528898,135.4206931,None,None,None,None,None,None,None,3,None,None,None
466,キーパーズ南塚口町３丁目 第３,34.7527420,135.4207907,None,None,None,None,None,None,None,1,None,None,None
467,リパーク南塚口町３丁目 第２,34.7527445,135.4206413,None,None,None,None,None,None,None,1,None,None,None
468,タイムズ東塚口町第２,34.7522260,135.4217607,None,None,None,None,None,None,None,5,None,None,None
469,タイムパーキング南塚口町５丁目第３,34.7473889,135.4169623,None,None,None,None,None,None,None,6,None,None,None
470,n/a,34.5851950,135.6191851,None,None,None,None,None,None,None,1,None,None,None
471,和州 傍示 モータープール,34.6851870,135.7087640,None,None,None,None,None,None,None,4,None,None,None
472,n/a,34.5941241,135.4993873,None,None,None,None,None,None,None,0,None,None,None
473,ハイツ大道専用ガレージ,34.6482330,135.5205640,None,None,None,None,None,None,None,0,None,None,None
474,河合モータープール,34.6484130,135.5214000,None,None,None,None,None,None,None,3,None,None,None
475,森内モータープール,34.6857040,135.7123190,None,None,None,None,None,None,None,7,None,None,None
476,Times,34.7079549,135.5229805,None,None,None,None,None,None,None,10,None,None,None
477,n/a,34.7288214,135.2746649,None,None,None,None,None,None,None,2,None,None,None
478,河合モータープール,34.6474710,135.5215670,None,None,None,None,None,None,None,10,None,None,None
479,パークンパーク大今里,34.6687890,135.5417970,None,None,None,None,None,None,None,3,None,None,None
480,KTF,34.6688190,135.5681330,None,None,None,None,None,None,None,10,None,None,None
481,n/a,34.7968326,135.5524375,None,None,None,None,None,None,None,6,None,None,None
482,n/a,34.7040568,135.4963923,None,None,None,None,None,None,None,4,None,None,None
483,デュー阪急山田 用,34.8041673,135.5145049,None,None,None,None,None,None,None,10,None,None,None
484,n/a,34.8114424,135.5168069,None,None,None,None,None,None,None,4,None,None,None
485,n/a,34.7589461,135.5159455,None,None,None,None,None,None,None,3,None,None,None
486,24 Hour Parking,34.8189902,135.6538975,None,None,None,None,None,None,None,5,None,None,None
487,n/a,34.6773030,135.8006716,None,None,None,None,None,None,None,10,None,None,None
488,n/a,34.6771894,135.7999286,None,None,None,None,None,None,None,4,None,None,None
489,n/a,34.6778759,135.8001378,None,None,None,None,None,None,None,2,None,None,None
490,n/a,34.6780855,135.7998575,None,None,None,None,None,None,None,8,None,None,None
491,n/a,34.6833852,135.7976943,None,None,None,None,None,None,None,3,None,None,None
492,n/a,34.6826628,135.7980618,None,None,None,None,None,None,None,4,None,None,None
493,n/a,34.6847015,135.7990770,None,None,None,None,None,None,None,3,None,None,None
494,n/a,34.6821776,135.7972994,None,None,None,None,None,None,None,5,None,None,None
495,n/a,34.6820654,135.7961822,None,None,None,None,None,None,None,3,None,None,None
496,n/a,34.6820684,135.7968146,None,None,None,None,None,None,None,1,None,None,None
497,n/a,34.6791646,135.8140558,None,None,None,None,None,None,None,8,None,None,None
498,n/a,34.6791216,135.8134295,None,None,None,None,None,None,None,3,None,None,None
499,n/a,34.6787905,135.8163374,None,None,None,None,None,None,None,7,None,None,None
500,n/a,34.6796030,135.8155659,None,None,None,None,None,None,None,5,None,None,None
501,n/a,34.7158442,135.7523573,None,None,None,None,None,None,None,2,None,None,None
502,n/a,34.7085936,135.7498772,None,None,None,None,None,None,None,8,None,None,None
503,n/a,34.7085760,135.7493743,None,None,None,None,None,None,None,9,None,None,None
504,n/a,34.7087259,135.7507550,None,None,None,None,None,None,None,0,None,None,None
505,n/a,34.7087562,135.7503828,None,None,None,None,None,None,None,8,None,None,None
506,塩川モータープール,34.6639885,135.5509908,None,None,None,None,None,None,None,8,None,None,None
507,n/a,34.9803253,135.6644011,None,None,None,None,None,None,None,8,None,None,None
508,河合ガレージ,34.6479626,135.5401347,None,None,None,None,None,None,None,0,None,None,None
509,n/a,34.8331214,135.4879300,None,None,None,None,None,None,None,1,None,None,None
510,n/a,34.8248744,135.6759477,None,None,None,None,None,None,None,1,None,None,None
511,Pit in 100,35.0022344,135.7611760,None,None,None,None,None,None,None,6,None,None,None
512,n/a,34.8046422,135.5161450,None,None,None,None,None,None,None,8,None,None,None
513,n/a,34.7941151,135.5098832,None,None,None,None,None,None,None,1,None,None,None
514,n/a,34.7990918,135.2471521,None,None,None,None,None,None,None,3,None,None,None
515,n/a,34.7991091,135.2460653,None,None,None,None,None,None,None,1,None,None,None
516,n/a,34.9909934,135.7305397,None,None,None,None,None,None,None,10,None,None,None
517,東駐車場,34.7657318,135.5197524,None,None,None,None,None,None,None,7,None,None,None
518,湯あそびひろば;ぽんぽこ温泉（Ｐ無）,34.6672912,135.5990219,None,None,None,None,None,None,None,0,None,None,None
519,極楽湯東大阪店（平置きＰ無）,34.6794254,135.5845065,None,None,None,None,None,None,None,2,None,None,None
520,P24,34.9797611,135.7588095,None,None,None,None,None,None,None,1,None,None,None
521,キョウテク,34.9823683,135.7581182,None,None,None,None,None,None,None,0,None,None,None
522,三井のリパーク,34.9805389,135.7595772,None,None,None,None,None,None,None,7,None,None,None
523,三井のリパーク,34.9805704,135.7599077,None,None,None,None,None,None,None,10,None,None,None
524,n/a,34.6890668,135.4905414,None,None,None,None,None,None,None,4,None,None,None
525,n/a,34.6888748,135.4907539,None,None,None,None,None,None,None,10,None,None,None
526,タイムズ,34.9806482,135.7592585,None,None,None,None,None,None,None,8,None,None,None
527,オリックスパーキングスポット,34.6683868,135.4607767,None,None,None,None,None,None,None,4,None,None,None
528,大今里南マサノパーク,34.6647248,135.5570760,None,None,None,None,None,None,None,6,None,None,None
529,新町モータープール,34.6653700,135.5573818,None,None,None,None,None,None,None,4,None,None,None
530,n/a,35.0291123,135.7513062,None,None,None,None,None,None,None,3,None,None,None
531,いしかわモータープール,34.6576296,135.5382972,None,None,None,None,None,None,None,8,None,None,None
532,DAIWA CYCLE 専用駐車場,34.6605948,135.5564229,None,None,None,None,None,None,None,6,None,None,None
533,南駐車場,34.6096315,135.5201475,None,None,None,None,None,None,None,0,None,None,None
534,中央駐車場,34.6130233,135.5169158,None,None,None,None,None,None,None,4,None,None,None
535,オリエンタル,34.6640828,135.5302479,None,None,None,None,None,None,None,6,None,None,None
536,n/a,34.7790376,135.5057982,None,None,None,None,None,None,None,9,None,None,None
537,タイムズ,34.6895951,135.4918729,None,None,None,None,None,None,None,3,None,None,None
538,上方温泉;一休,34.6816752,135.4346911,None,None,None,None,None,None,None,1,None,None,None
539,n/a,34.6836364,135.4975377,None,None,None,None,None,None,None,7,None,None,None
540,n/a,34.6863135,135.4932898,None,None,None,None,None,None,None,1,None,None,None
541,ブレイク,34.6874549,135.4927394,None,None,None,None,None,None,None,6,None,None,None
542,n/a,34.7592805,135.5262400,None,None,None,None,None,None,None,1,None,None,None
543,n/a,34.7183722,135.4095918,None,None,None,None,None,None,None,4,None,None,None
544,くるっとパーク,34.9827621,135.7568207,None,None,None,None,None,None,None,7,None,None,None
545,社団法人 大阪商工振興会モータープール,34.6564934,135.5452428,None,None,None,None,None,None,None,0,None,None,None
546,近商ストア東花園店駐車場,34.6625523,135.6243943,None,None,None,None,None,None,None,8,None,None,None
547,n/a,34.7909261,135.5422650,None,None,None,None,None,None,None,7,None,None,None
548,Times,34.6994724,135.5913493,None,None,None,None,None,None,None,9,None,None,None
549,n/a,34.6430580,135.5102380,None,None,None,None,None,None,None,6,None,None,None
550,n/a,34.7918090,135.5506040,None,None,None,None,None,None,None,10,None,None,None
551,n/a,34.8034459,135.5560592,None,None,None,None,None,None,None,0,None,None,None
552,n/a,34.8365817,135.5102165,None,None,None,None,None,None,None,9,None,None,None
553,n/a,34.7570532,135.5131636,None,None,None,None,None,None,None,5,None,None,None
554,n/a,34.8105188,135.3409772,None,None,None,None,None,None,None,10,None,None,None
555,ヤマトパーキング,34.6436130,135.5335470,None,None,None,None,None,None,None,0,None,None,None
556,n/a,34.5925906,135.5041988,None,None,None,None,None,None,None,0,None,None,None
557,車椅子用駐車場,34.5939127,135.5055528,None,None,None,None,None,None,None,10,None,None,None
558,n/a,34.8713071,135.5951218,None,None,None,None,None,None,None,5,None,None,None
559,n/a,34.8724932,135.5945840,None,None,None,None,None,None,None,0,None,None,None
560,三恵,34.6536582,135.5565839,None,None,None,None,None,None,None,7,None,None,None
561,n/a,34.8088641,135.6438439,None,None,None,None,None,None,None,7,None,None,None
562,n/a,34.8086562,135.6438472,None,None,None,None,None,None,None,2,None,None,None
563,n/a,34.8086940,135.6435545,None,None,None,None,None,None,None,2,None,None,None
564,n/a,34.8085023,135.6434657,None,None,None,None,None,None,None,1,None,None,None
565,n/a,34.8103098,135.6457031,None,None,None,None,None,None,None,2,None,None,None
566,n/a,34.8089689,135.6431402,None,None,None,None,None,None,None,2,None,None,None
567,n/a,34.8040412,135.6225410,None,None,None,None,None,None,None,7,None,None,None
568,n/a,34.8025050,135.6239303,None,None,None,None,None,None,None,1,None,None,None
569,n/a,34.8030173,135.6239380,None,None,None,None,None,None,None,4,None,None,None
570,n/a,34.7934543,135.6553210,None,None,None,None,None,None,None,9,None,None,None
571,n/a,34.7934543,135.6557762,None,None,None,None,None,None,None,8,None,None,None
572,n/a,34.7937330,135.6546902,None,None,None,None,None,None,None,5,None,None,None
573,n/a,34.7939166,135.6549816,None,None,None,None,None,None,None,3,None,None,None
574,n/a,34.7942872,135.6580042,None,None,None,None,None,None,None,3,None,None,None
575,n/a,34.8026784,135.6231558,None,None,None,None,None,None,None,0,None,None,None
576,n/a,34.8030825,135.6218091,None,None,None,None,None,None,None,3,None,None,None
577,n/a,34.8022005,135.6243481,None,None,None,None,None,None,None,3,None,None,None
578,n/a,34.8163533,135.5817068,None,None,None,None,None,None,None,4,None,None,None
579,n/a,34.8167739,135.5813125,None,None,None,None,None,None,None,10,None,None,None
580,n/a,34.8170492,135.5811971,None,None,None,None,None,None,None,7,None,None,None
581,複々線高架下第40号地駐車場,34.6645185,135.5534611,None,None,None,None,None,None,None,8,None,None,None
582,本町駐車場,34.6819370,135.4982748,None,None,None,None,None,None,None,8,None,None,None
583,n/a,34.8306216,135.5234326,None,None,None,None,None,None,None,6,None,None,None
584,タイムズ,34.6637938,135.5296773,None,None,None,None,None,None,None,5,None,None,None
585,タイムズ,34.6641457,135.5297859,None,None,None,None,None,None,None,2,None,None,None
586,タイムズ,34.6643966,135.5298677,None,None,None,None,None,None,None,5,None,None,None
587,n/a,34.7007624,135.5023549,None,None,None,None,None,None,None,6,None,None,None
588,南駐車場,34.7649325,135.5204920,None,None,None,None,None,None,None,10,None,None,None
589,タイムズ,34.6847548,135.5029383,None,None,None,None,None,None,None,9,None,None,None
590,n/a,34.7832049,135.5883021,None,None,None,None,None,None,None,5,None,None,None
591,三井のリパーク,34.6247626,135.5527215,None,None,None,None,None,None,None,1,None,None,None
592,n/a,34.6728811,135.5210995,None,None,None,None,None,None,None,7,None,None,None
593,ユーバス守口店,34.7623765,135.5920214,None,None,None,None,None,None,None,0,None,None,None
594,天然温泉;畷の里,34.7462316,135.6328059,None,None,None,None,None,None,None,4,None,None,None
595,n/a,34.6640014,135.4593964,None,None,None,None,None,None,None,1,None,None,None
596,スパバレイ 枚方南,34.8063506,135.7092648,None,None,None,None,None,None,None,10,None,None,None
597,n/a,34.8140025,135.5598056,None,None,None,None,None,None,None,7,None,None,None
598,n/a,34.8139527,135.5601675,None,None,None,None,None,None,None,2,None,None,None
